District,Area,Type,Good,Electricity,Television,Owned,Rented
Muzaffarpur,Ankhauli,Rural,39.1,1,4.2,99.4,0
Muzaffarpur,Baigni,Rural,41.4,0.2,1.4,99.2,0
Muzaffarpur,Chak Haji,Rural,42.9,0,0,100,0
Muzaffarpur,Basant Khagura Bazurg,Rural,48.8,0.4,5.6,99,0.4
Muzaffarpur,Darhaul urf Daraul,Rural,44.8,0.8,3.7,100,0
Muzaffarpur,Bandhpura,Rural,73.1,0.4,5.3,98.2,0.9
Muzaffarpur,Bangra,Rural,57.4,0,14.9,100,0
Muzaffarpur,Chichri Basant,Rural,52.7,0.5,8.4,99.7,0
Muzaffarpur,Dhanwara Rani and DhanwaraRaja,Rural,79.7,0,7.9,95.5,0
Muzaffarpur,Tehwara,Rural,28.4,4,5.9,98.8,0.6
Muzaffarpur,Chak Bhabda,Rural,13.2,0,1.9,100,0
Muzaffarpur,Aghari Raepur Aghari,Rural,37.7,8.7,1.4,98.6,1.4
Muzaffarpur,Bhagwanpur,Rural,95.2,0,1.6,99.2,0
Muzaffarpur,Nawada urf Khangura Khurd,Rural,10.6,1,6.7,99.9,0.1
Muzaffarpur,Patauri,Rural,5,1.8,0,98.2,1.4
Muzaffarpur,Andama,Rural,30,0,5.6,98.9,1.1
Muzaffarpur,Madhopur,Rural,86,2.8,4.9,98.6,0
Muzaffarpur,Gangia urf Parmanandpur,Rural,27.7,9.5,14.1,99.6,0.2
Muzaffarpur,Barari urf Braudi Buzurg,Rural,54,25.1,7.6,98.5,1.2
Muzaffarpur,Sonepur,Rural,37.4,8.9,5.9,99.4,0.3
Muzaffarpur,Chanauli,Rural,30.9,11.7,2.1,97.6,0
Muzaffarpur,Sub-Dist - Kurhani,Total,31.5,16.8,18.4,98.4,0.6
Muzaffarpur,Sub-Dist - Kurhani,Rural,31.5,16.8,18.4,98.4,0.6
Muzaffarpur,Gauraia,Rural,21,9,17.5,99.2,0.1
Muzaffarpur,Siripur,Rural,24.6,0,27.7,100,0
Muzaffarpur,Dubahi,Rural,24.8,5.4,17.3,98.9,0.1
Muzaffarpur,Chhajan Harshankar,Rural,23.7,14.5,21.5,99.8,0.2
Muzaffarpur,Telia urf Baikunthpur,Rural,20,4.8,7.4,96.8,2.9
Muzaffarpur,Turki,Rural,25.8,11.6,19.5,99.1,0.5
Muzaffarpur,Enayitpoor,Rural,91.6,98.8,0,0,1.2
Muzaffarpur,Thuhawan,Rural,88.2,65.3,24.9,94.3,0
Muzaffarpur,Chandrahati,Rural,27.6,16.5,21.6,97.2,2
Muzaffarpur,Kishunpur Mohan,Rural,21.9,28.1,15.7,97.1,0
Muzaffarpur,Thatia Garh Goriari,Rural,23.5,6.8,17.5,98.9,0.1
Muzaffarpur,Shahpur Dokhili,Rural,79.1,79.1,7,100,0
Muzaffarpur,Kobian,Rural,58,20.4,11.3,99.3,0.4
Muzaffarpur,Majhanpatti,Rural,7.1,7.1,0,100,0
Muzaffarpur,Bilwar urf Belwar Dih,Rural,35.4,6.6,15.5,99.7,0
Muzaffarpur,Zamin Kamtaul,Rural,47.1,4.6,31.6,99.8,0.2
Muzaffarpur,Mohanpur,Rural,19.4,33.4,21.7,98.3,1
Muzaffarpur,Parsotimpur,Rural,44.3,52.1,34.3,100,0
Muzaffarpur,Bazidpur,Rural,14.5,5.1,21,100,0
Muzaffarpur,Sadhwara,Rural,9.6,0,14.5,100,0
Muzaffarpur,Kamtaul Anant,Rural,25.5,16.4,18.8,97.8,0
Muzaffarpur,Harnarayanpur,Rural,35.6,9.4,19.5,100,0
Muzaffarpur,Kamtaul Muzaffarpur,Rural,63.4,18.8,18.6,99.8,0
Muzaffarpur,Kishunpur Belaur,Rural,59.5,7.7,3,100,0
Muzaffarpur,Akhtiarpur Mohan,Rural,28.6,6.1,17.6,100,0
Muzaffarpur,Kamtaul Ghazi,Rural,28.9,0.8,10.7,98.3,1.7
Muzaffarpur,Kamtaul Jagdish,Rural,35.9,13.3,30,99.8,0.2
Muzaffarpur,Fatehpur Atwal,Rural,64.7,3.3,12.7,95.3,0
Muzaffarpur,Fatehpur Kasturi,Rural,32.1,14.7,45,98.2,0.9
Muzaffarpur,Arizrpur Ragho,Rural,75.3,1.8,14.6,99.5,0
Muzaffarpur,Bishunpur Mangar,Rural,12.1,3.7,14.7,100,0
Muzaffarpur,Dhonrhi Anandkari,Rural,6.7,0,20,100,0
Muzaffarpur,Chak Bhati,Rural,55.9,0,5.1,98.3,0
Muzaffarpur,Pakauli,Rural,46.4,28.6,26.1,99.6,0.4
Muzaffarpur,Chak Bir urf Madapur Ghaus,Rural,41.8,85.8,34.8,100,0
Muzaffarpur,Dhonrhi Lala,Rural,4.2,0,0,97.9,0
Muzaffarpur,Rajla,Rural,37,29.2,22.5,99.4,0.5
Muzaffarpur,Dhonrhi Parsuram,Rural,41.8,23.6,7.3,98.2,0
Muzaffarpur,Kesrawan  Dih,Rural,40.5,25.1,42.9,99,0
Muzaffarpur,Chak Dharha urf Dunda Chak,Rural,12.8,11.6,2.3,91.9,0
Muzaffarpur,Dhonrhi Ratan,Rural,19,22.5,16.1,99.4,0.2
Muzaffarpur,Mankauli,Rural,5.1,15.3,12,100,0
Muzaffarpur,Deogan,Rural,0,1.5,23.8,100,0
Muzaffarpur,Balia,Rural,11.5,9.4,31.2,90.1,4.2
Muzaffarpur,Madhopur Kapur,Rural,31.6,16.4,22.6,99.5,0.2
Muzaffarpur,Kurhani,Rural,33.1,17,24.3,98.2,0.8
Muzaffarpur,Bangra Bansidhar,Rural,38.7,14.8,17.3,97,1.2
Muzaffarpur,Ghausi,Rural,3.2,2.7,40.3,100,0
Muzaffarpur,Ghausikhan,Rural,16.9,28.9,28.7,100,0
Muzaffarpur,Bhagwanpur,Rural,9.1,17.1,32.9,100,0
Muzaffarpur,Damodarpur Dumri,Rural,35.2,8.2,9.6,100,0
Muzaffarpur,Padmaul,Rural,18.6,9.3,8.8,98.9,0.3
Muzaffarpur,Damodarpur  Dumri,Rural,44.7,2.4,7.1,98.8,1.2
Muzaffarpur,Jagarnathpur,Rural,28.9,7.8,9.8,98,0.9
Muzaffarpur,Karam Chand Balra,Rural,34.9,0,12.4,99.3,0.4
Muzaffarpur,Mathurapur,Rural,11.9,0,10.9,99,1
Muzaffarpur,Rampur Balra,Rural,48.4,0.9,2.3,99.5,0.5
Muzaffarpur,Keshopur,Rural,19.6,12.9,3.1,99.1,0.4
Muzaffarpur,Fatehpur Bhagwan,Rural,0,0,14.6,100,0
Muzaffarpur,Madhopur Chikni,Rural,54.3,6,25.2,99,0.5
Muzaffarpur,Sherpurchak Makhan,Rural,8.6,0,12.3,100,0
Muzaffarpur,Ladaura,Rural,9.3,0,4.9,100,0
Muzaffarpur,Chak Makhan,Rural,66.7,0,29.9,100,0
Muzaffarpur,Raghunathpur Basant,Rural,56.9,11.3,16.2,98.9,0.5
Muzaffarpur,Harpur Balra,Rural,43.7,1.9,14,99.6,0.4
Muzaffarpur,Balra Ismail,Rural,27.2,4.9,13.1,98.9,0.7
Muzaffarpur,Subudho Nathan,Rural,0,0,13.6,100,0
Muzaffarpur,Chapki,Rural,36.3,0.8,9.1,99.7,0.1
Muzaffarpur,Subudhia Bishunpur,Rural,18.9,0.4,6.7,99.6,0
Muzaffarpur,Habibpatti,Rural,19.3,0,24.8,100,0
Muzaffarpur,Bhawanipur,Rural,11.9,0,15.2,100,0
Muzaffarpur,Sonbarsa Dih,Rural,47.7,15.9,14.3,99.7,0
Muzaffarpur,Sonbarsa Ahmad,Rural,34.3,0,7.7,100,0
Muzaffarpur,Kinari,Rural,21.5,5.4,9.6,99.7,0.3
Muzaffarpur,Godni,Rural,18.7,0,6.9,99.6,0.4
Muzaffarpur,Balra Kishun,Rural,19.8,9.1,28.5,98.8,0.7
Muzaffarpur,Parian Bathna Purwari,Rural,20.7,1.7,62.1,100,0
Muzaffarpur,Parian Bathna Pachhiari,Rural,80.3,15.8,32.9,98.7,1.3
Muzaffarpur,Parian urf Akhtiarpur,Rural,23.6,13.2,18.8,99.7,0.3
Muzaffarpur,Bishunpur Dhanraj,Rural,37.8,0,28.4,100,0
Muzaffarpur,Tal Garhwa,Rural,0,0,0,100,0
Muzaffarpur,Bangra Hardas,Rural,44.1,11.1,7.6,97,1.3
Muzaffarpur,Kishunpur Madhuban,Rural,46.3,8.5,24.6,97.5,1.6
Muzaffarpur,Bachhuman,Rural,5.7,1.1,8.4,93.5,6.1
Muzaffarpur,Jhiki urf Salimpur Husain,Rural,33.3,0.3,15.3,95.7,0.5
Muzaffarpur,Pokhraira Kasim,Rural,7.2,9.3,17.5,100,0
Muzaffarpur,Phulwaria,Rural,24.9,5.9,12.5,97.2,0.3
Muzaffarpur,Kerwan Raghoram,Rural,25.5,9.1,18.2,99.1,0
Muzaffarpur,Kerwan Dih,Rural,27.2,14.9,15.8,99.5,0.2
Muzaffarpur,Moraul urf Mor Nisf,Rural,68.5,34.8,11.9,99.3,0.5
Muzaffarpur,Ratnauli,Rural,38.2,21.5,10.5,99.7,0.1
Muzaffarpur,Nirpur,Rural,23.6,9,8.6,98.5,0
Muzaffarpur,Maksudpur,Rural,52.7,4.7,11.3,98,0.7
Muzaffarpur,Paharpur,Rural,32.5,25.2,4.9,97.6,0
Muzaffarpur,Mahanth Maniari,Rural,48.7,18.7,22.8,97.4,1.4
Muzaffarpur,Madhaul Asli,Rural,35.2,17.6,21.2,100,0
Muzaffarpur,Jagdishpur,Rural,29.3,15.6,20.9,100,0
Muzaffarpur,Kakra,Rural,0,14.3,28.6,100,0
Muzaffarpur,Moraul,Rural,16.3,25.8,23.7,93.2,3.8
Muzaffarpur,Chamrahra urf Lalpur,Rural,17.7,14.2,7.5,99.8,0
Muzaffarpur,Basauli,Rural,52.2,12.5,10.5,99.9,0
Muzaffarpur,Bara Kapur,Rural,31.6,4.3,11.8,99.5,0.3
Muzaffarpur,Gausara,Rural,38.1,19.5,26.7,100,0
Muzaffarpur,Mohanpur Bara,Rural,30.2,18.8,10.5,98.6,0.3
Muzaffarpur,Moraul,Rural,59.5,9.2,22.6,98.5,1.5
Muzaffarpur,Chandrahia,Rural,51.9,58.7,65.5,99.7,0.3
Muzaffarpur,Jarhua,Rural,24.2,16,16.8,98.3,0.5
Muzaffarpur,Dharmohan,Rural,17.8,27.5,20,94.2,2.2
Muzaffarpur,Goriari,Rural,32.1,0,49,97.4,0.3
Muzaffarpur,Parkhotimpur,Rural,47.7,12.1,38,99.5,0.4
Muzaffarpur,Agha Nagar,Rural,32.3,15.1,16.5,99.7,0.2
Muzaffarpur,Belahia,Rural,43,0.9,5.3,97.4,0
Muzaffarpur,Amrakh,Rural,32.1,13.7,10,99,0.1
Muzaffarpur,Chainpur,Rural,17.7,7.9,16.6,98.6,0.3
Muzaffarpur,Madhopur Susta,Rural,31.4,42.5,28.4,98.5,1.1
Muzaffarpur,Bhikhanpur Saif,Rural,39.9,15.6,12.7,98.6,1.4
Muzaffarpur,Bangra Bazid,Rural,33.8,25.5,13.6,98.2,0.3
Muzaffarpur,Mathurapur,Rural,1.8,3.8,20.4,100,0
Muzaffarpur,Chak Mehsi,Rural,84.7,32.6,24.8,99.8,0
Muzaffarpur,Daha Chak,Rural,5.7,1.9,11.3,100,0
Muzaffarpur,Mahammadpur Mobarak,Rural,23.7,7.9,16.9,96.5,1.9
Muzaffarpur,Chak Bhikhi,Rural,19.4,4.6,15.5,97.8,1.5
Muzaffarpur,Siwanpatti,Rural,32.4,19.1,28.4,100,0
Muzaffarpur,Bishunpur Gidha,Rural,32.8,43.6,13.8,93.7,1.6
Muzaffarpur,Kafain Daria Chhapra,Rural,33.2,27.2,22.4,98.8,0.7
Muzaffarpur,Chakia,Rural,8.8,0,8.8,92.2,0.5
Muzaffarpur,Pupri urf Nuripur,Rural,58.6,2.3,19.5,100,0
Muzaffarpur,Shakrisaraiya,Rural,28.9,3.6,11.7,98.8,0.6
Muzaffarpur,Bakarpur,Rural,6.1,0,5.7,94.9,0
Muzaffarpur,Ladauar,Rural,28.7,35.4,19.3,97.8,0.4
Muzaffarpur,Sumera,Rural,21.8,36.7,18.9,96,0.4
Muzaffarpur,Lakhmi Nandlalpur,Rural,28.9,13.9,26.6,94,0.4
Muzaffarpur,Sumera,Rural,6.6,0,40.9,99.3,0
Muzaffarpur,Tarsan Kishuni,Rural,28.4,35.9,15.9,99.1,0.1
Muzaffarpur,Bhawanipur,Rural,16.2,1.7,15.5,100,0
Muzaffarpur,Motha urf Chak Harun,Rural,37.6,41.8,20.6,99.3,0.7
Muzaffarpur,Kharauna Dih,Rural,36.6,43.7,32.2,98,1
Muzaffarpur,Chakia,Rural,19.4,19.4,8.1,100,0
Muzaffarpur,Sumera urf Afzalpur Madho,Rural,23.6,30.5,21.2,99.4,0.5
Muzaffarpur,Madapur Rayati,Rural,34.3,77,32.3,99.2,0.4
Muzaffarpur,Khakhra,Rural,21.6,65.9,62.5,98.9,1.1
Muzaffarpur,Madhaul,Rural,42.9,65.7,49.2,97.8,0.7
Muzaffarpur,Bazidpur Kodaria,Rural,22.5,42.3,17.3,79.1,0.3
Muzaffarpur,Silaut Basdeo,Rural,29.3,21.8,20.1,99.7,0
Muzaffarpur,Gajpati,Rural,29.2,20.8,15.6,95.8,1
Muzaffarpur,Silaut Harbans,Rural,0,0,0,100,0
Muzaffarpur,Raghunathpur Madhuban urf Kaman Chhapra,Rural,19.9,23.5,17.6,99.7,0.3
Muzaffarpur,Harshankarpur Maniari,Rural,31.5,26.1,13.9,99.1,0.6
Muzaffarpur,Silaut Bhimal,Rural,16.6,4.1,17.5,100,0
Muzaffarpur,Bishunpur Jaynarayan,Rural,32.6,26.3,19.2,98.2,0.6
Muzaffarpur,Misir Maniari,Rural,24.5,2.3,6.8,99.7,0.3
Muzaffarpur,Asapur Bhawani,Rural,15.4,6.6,3.7,100,0
Muzaffarpur,Rampur Kashi,Rural,42.9,3,1.2,99.4,0.6
Muzaffarpur,Murarpur,Rural,40.2,0,4.7,99.2,0.2
Muzaffarpur,Chhitrauli,Rural,30.1,11.4,10.5,96,0.9
Muzaffarpur,Kasimpur,Rural,6.8,0,5.1,100,0
Muzaffarpur,Silaut Baijnath,Rural,32.8,0,0,100,0
Muzaffarpur,Sonbarsa Shah,Rural,14.1,14.4,13.7,98.5,0.9
Muzaffarpur,Mohammadpur Alam,Rural,14.5,37,17.6,98.8,0.9
Muzaffarpur,Shahpur Mircha,Rural,34.8,1.6,5.9,98.9,0.7
Muzaffarpur,Pakahi urf Asadpur Pakauli,Rural,20.4,6.7,18.5,99.8,0
Muzaffarpur,Baghi Harnarayan,Rural,41.6,11.6,18.7,99.4,0.6
Muzaffarpur,Baghi Maniar,Rural,35.1,3.2,28,99.6,0.4
Muzaffarpur,Baghi Gopalpur Gopinath,Rural,57.5,0.5,17.6,100,0
Muzaffarpur,Baghi urf Bishunpur Madho,Rural,41.4,2.7,8.5,99.7,0.3
Muzaffarpur,Sub-Dist - Marwan,Total,30.3,11.7,16.8,97.9,0.7
Muzaffarpur,Sub-Dist - Marwan,Rural,30.3,11.7,16.8,97.9,0.7
Muzaffarpur,Basantpur,Rural,0.7,1.2,13,99.8,0
Muzaffarpur,Roksa,Rural,32.3,9.2,9.1,97.7,0.3
Muzaffarpur,Katha urf Chhapra Husain,Rural,46.5,5.4,3.8,98.4,0
Muzaffarpur,Barka Gaon,Rural,25.8,4.9,14.9,98.1,0.2
Muzaffarpur,Barauna,Rural,45.6,2.2,16.8,96.7,0.4
Muzaffarpur,Panapur,Rural,14.1,0.2,15.1,99.8,0
Muzaffarpur,Chainpur urf Jain Buzurg,Rural,6.2,0,12.5,92.3,0
Muzaffarpur,Parri,Rural,47.7,8.1,21.9,98.7,0.3
Muzaffarpur,Bishunpur Aima,Rural,21.8,2.7,16.7,98.4,0.4
Muzaffarpur,Bagahi,Rural,4.8,0,0,99.5,0
Muzaffarpur,Jain Khurd,Rural,59.6,16.1,28.3,99.4,0.3
Muzaffarpur,Mohammadpur Aima,Rural,27.1,0,22.9,100,0
Muzaffarpur,Nawada,Rural,0,2.2,5.5,100,0
Muzaffarpur,Jhakra Shaikh,Rural,5.1,3.6,3.2,98.5,0.4
Muzaffarpur,Narhar Sarai,Rural,57.6,2.6,10.3,98.9,0.3
Muzaffarpur,Gausara,Rural,40.8,5.7,5.1,98.6,0
Muzaffarpur,Akhtiarpur,Rural,35,5.5,10.4,99.7,0.3
Muzaffarpur,Chakia urf Chak Afzal,Rural,25,0,10,100,0
Muzaffarpur,Marwan Bhoj,Rural,26.2,4.2,19.6,99.2,0
Muzaffarpur,Marwan Khurd,Rural,37.9,25.3,7.5,99,0.4
Muzaffarpur,Arizpur,Rural,6.9,2,4,100,0
Muzaffarpur,Bhatauna,Rural,47.9,7.5,12.7,98,0
Muzaffarpur,Partappur Karjand,Rural,43.2,14.2,20.5,98.8,0.3
Muzaffarpur,Khalilpur,Rural,35.9,10.3,7.2,99.5,0.5
Muzaffarpur,Karjan Dih,Rural,20.7,11.9,19.6,99,0.4
Muzaffarpur,Kandh Karjan,Rural,56.1,20.5,9.1,100,0
Muzaffarpur,Bhagwatpur,Rural,41.7,0.8,5.3,100,0
Muzaffarpur,Naurang Shahpur,Rural,14.8,2.5,13.6,98.8,1.2
Muzaffarpur,Karjan Anant,Rural,30.3,32.4,22.5,87.7,10.9
Muzaffarpur,Dwarkapur,Rural,43.5,12.3,17.4,97.7,1.3
Muzaffarpur,Mahammadpur Khaje,Rural,32.1,5.8,19.6,99.3,0
Muzaffarpur,Phanda urf Bishunpur Phanda,Rural,29.6,6.2,28.3,98.6,0.2
Muzaffarpur,Borwara,Rural,32.1,5.4,23.1,99.6,0.2
Muzaffarpur,Gopalpur,Rural,13.7,12.7,14.4,97.6,0.2
Muzaffarpur,Khalilpur,Rural,47.9,14.5,20.7,97.2,0.7
Muzaffarpur,Makdumpur Kodana,Rural,16.1,6.7,5.6,98.6,0.3
Muzaffarpur,Mansurpur Chamarua,Rural,52.9,25.9,26.1,98.8,0.7
Muzaffarpur,Bishunpur Gobind,Rural,19.8,4.3,13.3,97.8,0.3
Muzaffarpur,Salahpur,Rural,20.5,4.9,2.9,98.4,0
Muzaffarpur,Gonara urf Kazipur,Rural,19.5,5.8,8.7,100,0
Muzaffarpur,Bathna Ram,Rural,19.4,6.2,21.8,99.5,0.5
Muzaffarpur,Bathna Dih,Rural,38.9,42.5,25.7,100,0
Muzaffarpur,Ghulam Mahammad Chak,Rural,0,29.2,12.5,100,0
Muzaffarpur,Kodaria Nizamuddin,Rural,42.6,47.5,18,98.4,1.6
Muzaffarpur,Madhuban,Rural,14,35.1,15.9,97,1.2
Muzaffarpur,Pakahi Khas,Rural,16.4,12.4,17.9,96.6,0.9
Muzaffarpur,Bahora urf Mahammadpur Chak,Rural,16.5,29.8,23.1,98.3,0
Muzaffarpur,Subhankarpur,Rural,21.1,16.4,21.4,98.8,0.5
Muzaffarpur,Rasulpur Adhar,Rural,23,27.5,31.5,84.2,0
Muzaffarpur,Nawada urf Bishunpur Mahadeo,Rural,26.1,15.2,8.7,91.3,0
Muzaffarpur,Raipura,Rural,35.3,9.4,24.4,90.6,5.6
Muzaffarpur,Rupauli,Rural,30.1,14.1,22.5,98,0.3
Muzaffarpur,Rupwara,Rural,66.6,27.7,15.4,98.4,1.6
Muzaffarpur,Bishundatpur,Rural,33.7,19.1,37.8,93.6,5.6
Muzaffarpur,Chiknauta urf Harpur Lahauri,Rural,50.7,1,29.7,99.7,0.3
Muzaffarpur,Pakri Jalal,Rural,54.3,29.6,14.2,100,0
Muzaffarpur,Chainpur,Rural,61.2,71.3,46.4,94.6,4.6
Muzaffarpur,Madpur Salem urf Fatehpur,Rural,20.7,53.2,36.3,94.3,1.9
Muzaffarpur,Mahammadpur Sube,Rural,10.5,7,12.3,98.9,0
Muzaffarpur,Mithanpura,Rural,7.8,6,2.8,97.9,0
Muzaffarpur,Rampur Shal,Rural,19.8,1.7,5,100,0
Muzaffarpur,Mian Pakri,Rural,84.4,9.6,50.4,100,0
Muzaffarpur,Sub-Dist - Minapur,Total,26.5,7.8,11.5,98.4,0.7
Muzaffarpur,Sub-Dist - Minapur,Rural,26.5,7.8,11.5,98.4,0.7
Muzaffarpur,Karamwari,Rural,3.7,36.4,10.2,97.9,1.6
Muzaffarpur,Paigambarpur,Rural,12.6,9.9,5,95.5,2
Muzaffarpur,Paigambarpur Tola Ramnagar,Rural,6.9,21.6,9,98.6,0.8
Muzaffarpur,Saghari,Rural,19.6,10.4,2.9,97.9,1.4
Muzaffarpur,Basdeo Benua,Rural,20.7,0,3.4,100,0
Muzaffarpur,Dariapur,Rural,57.6,7.6,36.4,100,0
Muzaffarpur,Az Rakbe Madhaipur,Rural,47.1,0,8.6,100,0
Muzaffarpur,Madhaipur,Rural,30.7,0.8,6,100,0
Muzaffarpur,Raipatti,Rural,14,50.7,11.3,100,0
Muzaffarpur,Az Rakbe Haraiya Chhapra,Rural,7.7,20.8,21.5,99.2,0.8
Muzaffarpur,Az Rakbe Haraiya Chhapra,Rural,29.7,3.5,7,100,0
Muzaffarpur,Sewaipatti,Rural,44.6,5,36.1,96.2,3.8
Muzaffarpur,Haraiya Chhapra,Rural,65.8,0,4.1,99.3,0
Muzaffarpur,Rampur Ratan,Rural,28.5,1.6,9.4,88.3,5.1
Muzaffarpur,BhagwanpurChhapra urf Khanezad,Rural,3.3,2.9,7.8,97.5,0
Muzaffarpur,Khedu Chhapra,Rural,43.8,5.7,0,94.3,0
Muzaffarpur,Puran Pakri,Rural,6.6,9.8,21.3,98.4,0.8
Muzaffarpur,Chatursi,Rural,19.2,0.2,6.2,98.5,0.6
Muzaffarpur,Khoja Pakri,Rural,35,0.9,6.8,91.5,6.8
Muzaffarpur,Khomkaram Pakri,Rural,24.5,1,19.4,99,0
Muzaffarpur,Pakri Jagarnath,Rural,83.5,7,14.8,100,0
Muzaffarpur,Surjan Pakri,Rural,4.6,0.2,0.4,99.8,0.2
Muzaffarpur,Karchaulia,Rural,26.2,7.1,8.9,98.2,1.2
Muzaffarpur,Sitalpatti,Rural,21,5.9,5.9,97.7,0
Muzaffarpur,Mangan urf Chhapra Manik,Rural,19.5,5.7,2.3,98.3,1.7
Muzaffarpur,Banghara,Rural,8.2,17,11.1,99.1,0.7
Muzaffarpur,Tengharhi,Rural,25.2,15.8,12.1,99.4,0.2
Muzaffarpur,Neknam Chak,Rural,87,0.5,9.2,99.8,0.2
Muzaffarpur,Sarahna Madhopur,Rural,38.8,4.2,4.2,100,0
Muzaffarpur,Kodaria,Rural,36.7,2.9,4.1,98.6,1.2
Muzaffarpur,Gosaipur Charhatia,Rural,63.9,3.3,12.7,99,0
Muzaffarpur,Gang Barar urf Panapur,Rural,0,2.9,1,98.1,1.9
Muzaffarpur,Harsher,Rural,35.7,5.1,5.9,98.1,1
Muzaffarpur,Bajar Munria,Rural,0.9,0,1.8,99.7,0
Muzaffarpur,Ghosaut,Rural,10.3,8.5,5.2,99.9,0.1
Muzaffarpur,Bara Bharthi,Rural,9.2,2.9,3.1,98.2,0.3
Muzaffarpur,Madhuban Kanti,Rural,4.7,6.9,12.5,97,0.6
Muzaffarpur,Zamin Mathia,Rural,25.6,5.3,12.7,99.2,0.2
Muzaffarpur,Bishunpur Panre,Rural,8.3,20.7,13.1,97.7,0.5
Muzaffarpur,Bara Hassan,Rural,40.6,7.9,18.5,98.4,0.8
Muzaffarpur,Bhelaipur Dhani,Rural,22.9,17.1,39.9,94.5,4.4
Muzaffarpur,Ramtobahan,Rural,7.1,0,4.7,100,0
Muzaffarpur,Pakhnaha Jitwar,Rural,61.5,12.1,11.3,99.1,0
Muzaffarpur,Bakhri,Rural,2.7,0,1.3,98,0.7
Muzaffarpur,Kalyanpur,Rural,7.7,16.4,15.4,99.8,0
Muzaffarpur,Dumaria,Rural,30.9,11.6,10.2,98.6,0
Muzaffarpur,BishunpurKeso uf Kishunpurkant,Rural,49.4,0.6,21.9,98.8,1.2
Muzaffarpur,Mursand,Rural,17.9,0,44.3,99.1,0
Muzaffarpur,Mursandi Ratan,Rural,18.8,0,0,100,0
Muzaffarpur,Parshad,Rural,35.1,12.6,10.5,91.1,6.8
Muzaffarpur,Pakhnaha Shiuram,Rural,43,8.7,28.3,99.2,0
Muzaffarpur,Ramtobahan urf BishunpurMohan,Rural,36.2,7.4,19.1,100,0
Muzaffarpur,Kharika urf Bhalaipur,Rural,11,3,7.3,98.2,0
Muzaffarpur,Panapur,Rural,27.6,10.4,7.2,98.7,0.6
Muzaffarpur,Piprahan Asli,Rural,30.7,15.7,11.2,99.4,0.6
Muzaffarpur,Puraina,Rural,99.3,4.4,32.8,100,0
Muzaffarpur,Raipura urf Shahpur Lakhan,Rural,19.5,4.8,26.2,97.3,2.4
Muzaffarpur,Bahadurpur urf BishunpurGopal,Rural,35.8,2.8,18.3,100,0
Muzaffarpur,Chand Parna,Rural,24.2,3.1,3.3,98.3,1
Muzaffarpur,Chhattarpatti,Rural,7.1,3.9,4.9,100,0
Muzaffarpur,Basdeo Chhapra,Rural,61.1,1,3.5,100,0
Muzaffarpur,Mustafaganj,Rural,24,8,11.9,98.8,0.9
Muzaffarpur,Faridpur,Rural,29.7,5.4,10.8,100,0
Muzaffarpur,Chak Imad,Rural,7.8,3.9,13.6,100,0
Muzaffarpur,Manikpur,Rural,52.4,10.2,10.2,99,0.1
Muzaffarpur,Bahbal Bazar,Rural,41.7,12.6,12.1,98.4,0
Muzaffarpur,Az Rakbe Minapur,Rural,17.9,0.7,2.1,100,0
Muzaffarpur,Methunapur,Rural,4.4,1.7,4.6,99,1
Muzaffarpur,Raghopur,Rural,26.9,5.5,7.5,99,0.9
Muzaffarpur,Changal Neora,Rural,43.1,16.1,29.3,98.8,0.8
Muzaffarpur,Daud Chhapra,Rural,50.6,33.3,37.6,99.7,0.3
Muzaffarpur,Daud Chhapra,Rural,27.7,54.2,51.6,98.7,0.6
Muzaffarpur,Lakhan Chhapra,Rural,0,0,25,100,0
Muzaffarpur,Ali Neora,Rural,42.3,8.5,31.3,99.4,0.3
Muzaffarpur,Khanezadpur,Rural,23.9,16.7,38.4,97.3,0
Muzaffarpur,Ramsahai Chhapra,Rural,28.9,9.4,57,96.6,2.7
Muzaffarpur,Mothahan Fakirana,Rural,13.5,0,19.7,100,0
Muzaffarpur,Mothahan Mal,Rural,5.3,1,1.9,100,0
Muzaffarpur,Nur Chhapra,Rural,27.9,4.7,14.4,99.7,0.3
Muzaffarpur,Sahajpur Shekhpur,Rural,50,50,66.7,100,0
Muzaffarpur,Majhauli,Rural,29.7,2.6,16,98,0.6
Muzaffarpur,Barhanda,Rural,32.6,21,9.7,99.1,0
Muzaffarpur,Astalakpur,Rural,26.1,0,0.7,100,0
Muzaffarpur,Bishunpur,Rural,6.4,14.6,10.4,99.6,0
Muzaffarpur,Khemaipatti,Rural,29.5,11,14.5,99.5,0.2
Muzaffarpur,Darhipatti,Rural,11.7,0.4,11.9,99.6,0.4
Muzaffarpur,Musalmani Chak,Rural,55.8,51,11.5,100,0
Muzaffarpur,Musa Chak,Rural,24.9,26.1,9.1,100,0
Muzaffarpur,Bishunpur Kanth,Rural,58.6,21.7,9.5,99.6,0.4
Muzaffarpur,Chak Jamal,Rural,24.9,28.4,14.6,100,0
Muzaffarpur,Madhubani,Rural,32.7,0,3.8,99.2,0.2
Muzaffarpur,Gadai Chak,Rural,7.7,38.7,19,99.3,0
Muzaffarpur,Chak Rasul,Rural,1.6,6.3,7.9,84.1,0
Muzaffarpur,Mahdaya,Rural,62.7,10.7,12.4,97.5,2.1
Muzaffarpur,Basdeo Chhapra,Rural,77.8,0.3,4.2,82.6,7.3
Muzaffarpur,Puraina,Rural,29.6,1.1,5.9,99.7,0.3
