District,Area,Type,Good,Electricity,Television,Owned,Rented,cluster
Nawada,Bauri,Rural,30.7,0.4,4.6,97.2,0,0
Nawada,Dhanpur,Rural,25.4,1.1,6.5,99.4,0.6,0
Nawada,Dihri,Rural,47.1,4.9,11.8,100,0,1
Nawada,Subhanpur,Rural,54.7,3.1,4.3,99.6,0,1
Nawada,Bhagwatpur,Rural,69.5,0,4,98.7,0,1
Nawada,Sub-Dist - Kawakol,Total,30.5,1.4,4.7,98.3,1,0
Nawada,Sub-Dist - Kawakol,Rural,30.5,1.4,4.7,98.3,1,0
Nawada,Santhe,Rural,10,0,5,100,0,0
Nawada,Kharsari,Rural,51.2,0.4,12.2,99.1,0.1,1
Nawada,Kutub Chak,Rural,99.2,1.5,0,100,0,1
Nawada,Khaira,Rural,43.4,2.6,9.8,100,0,1
Nawada,Chihutiya,Rural,19.9,0,2.8,95,0,0
Nawada,Darawan,Rural,25.2,5,9.5,99,0.6,0
Nawada,Baraun,Rural,26,0,2.3,99.3,0.5,0
Nawada,Mahapur,Rural,37.7,0.7,4.1,97.7,1.8,0
Nawada,Chhabail,Rural,34.3,0.9,3.3,99.5,0.2,0
Nawada,Kadahar,Rural,52.7,0.5,16.1,98.2,1.6,1
Nawada,Bishunpur,Rural,13.5,0.5,2.4,100,0,0
Nawada,Salaiya,Rural,37.2,0.4,11.2,98.8,0,0
Nawada,Okhariya,Rural,55.1,0.3,9.3,98.7,0.3,1
Nawada,Pali,Rural,32.2,0.2,3.6,98.1,1.5,0
Nawada,Manrara,Rural,10.1,0,2.3,93.8,0,0
Nawada,Rustampur,Rural,49.3,1,3.3,97.6,1,1
Nawada,Rupi,Rural,37.5,0,2.7,98.2,0,0
Nawada,Bara,Rural,28.1,2.9,2.4,99.5,0,0
Nawada,Bukar,Rural,47.3,0,0.6,98,0.6,1
Nawada,Katni,Rural,33.3,0,2.1,100,0,0
Nawada,Sundari,Rural,7.4,0,0.8,94.2,4.7,0
Nawada,Pharahda,Rural,30.1,1.6,7,99.5,0.5,0
Nawada,Panre Gangaur,Rural,16,0.7,5.9,95.8,3.6,0
Nawada,Phul Dih,Rural,4.1,0.9,2.3,94.5,1.8,0
Nawada,Chahal,Rural,33.7,2.2,5.6,98.9,1.1,0
Nawada,Patori,Rural,17.9,0,0,100,0,0
Nawada,Singhna,Rural,64.5,0,10.3,100,0,1
Nawada,Jogna,Rural,10.7,0,0,100,0,0
Nawada,Mansagar,Rural,8.8,0,0.6,98.1,0.6,0
Nawada,Charaul,Rural,29.2,0.9,4.2,100,0,0
Nawada,Nawadih,Rural,29.8,1.1,0.6,99.7,0.2,0
Nawada,Kewali,Rural,30.3,0.3,1.9,98.2,1,0
Nawada,Majhila,Rural,35.7,5,7.2,99,0.9,0
Nawada,Dewangarh,Rural,26.9,0.3,3.6,99.7,0.1,0
Nawada,Sokhodewara,Rural,29,0.5,4,97.9,0.3,0
Nawada,Sarauni,Rural,31.7,6.8,7.4,96.8,2.3,0
Nawada,Paharpur,Rural,27.8,0.3,2.3,99.3,0.1,0
Nawada,Kauakol,Rural,34.1,2.2,8.1,93.9,4.4,0
Nawada,Pachamma,Rural,30,0.4,2.2,99.6,0,0
Nawada,Madhurapur,Rural,27.4,0.9,1.6,97.8,0.6,0
Nawada,Ranigadar,Rural,2.3,0,0,100,0,0
Nawada,Lalpur,Rural,21.3,0.4,1,99.4,0.6,0
Nawada,Bhanwarkol,Rural,16.4,0.6,3,98.3,0.6,0
Nawada,Mananpur,Rural,0.2,1,1.5,100,0,0
Nawada,Mahurar,Rural,40.2,0.9,3.1,99.5,0,1
Nawada,Mahuliyatanr,Rural,8.4,0,1.1,99.2,0.4,0
Nawada,Sub-Dist - Meskaur,Total,20.3,1.4,4,99.4,0.3,0
Nawada,Sub-Dist - Meskaur,Rural,20.3,1.4,4,99.4,0.3,0
Nawada,Mirzapur,Rural,24.7,0.5,4.9,99.5,0.1,0
Nawada,Pawai,Rural,63.5,0.5,1.1,99.3,0.7,1
Nawada,Jhikatia,Rural,38.2,1.3,0,100,0,0
Nawada,Chanrsara,Rural,1.1,0,0,100,0,0
Nawada,Pasarhi,Rural,10,0.5,1.5,100,0,0
Nawada,Harla,Rural,6,0.2,0.7,99.3,0.2,0
Nawada,Adganwan,Rural,0.9,0,1.8,98.2,1.8,0
Nawada,Sonpura,Rural,18.2,0,0,97.4,0,0
Nawada,Arandi,Rural,10.8,0,1.5,100,0,0
Nawada,Belwan,Rural,21.5,0.4,0.8,100,0,0
Nawada,Barosar,Rural,2.3,1.5,1,98.2,0.5,0
Nawada,Chorabara,Rural,17.6,0,0.6,99.4,0.6,0
Nawada,Bandhi,Rural,20.8,0,0,100,0,0
Nawada,Woraina,Rural,7.5,0,2.5,99.4,0,0
Nawada,Chanda Bara,Rural,4.3,0.3,0.3,100,0,0
Nawada,Gotauli,Rural,4.3,0,0,100,0,0
Nawada,Chandardei,Rural,11.5,0,0,100,0,0
Nawada,Satua,Rural,0,1.2,1.2,98.8,1.2,0
Nawada,Gamhira,Rural,1.6,0,0.5,100,0,0
Nawada,Bisiait,Rural,14.1,0.5,2.1,98.7,0,0
Nawada,Majhila,Rural,3.2,0,0.6,98.1,0.6,0
Nawada,Hero,Rural,2,0,1.3,100,0,0
Nawada,Kaua Bara,Rural,2.1,0,0.5,100,0,0
Nawada,Tetaria,Rural,25.3,1.3,1.3,99.7,0,0
Nawada,Alawan,Rural,83.1,1.7,3.4,100,0,1
Nawada,Dhonrhra,Rural,27.9,0,1.3,99.7,0.3,0
Nawada,Ganga Bara,Rural,1.1,0.4,0.4,99.6,0.4,0
Nawada,Shekhabara,Rural,8.9,1.1,1.1,98.9,0,0
Nawada,Meksaur,Rural,15.6,0.3,3.5,99.8,0,0
Nawada,Biju Bigha,Rural,18.4,0.9,7.9,98.8,1.2,0
Nawada,Merhkuri,Rural,30.3,0.5,5.3,99.8,0,0
Nawada,Ranka Jalalpur,Rural,3.8,0.6,3.1,100,0,0
Nawada,Pathra,Rural,23.3,1.3,1.9,95.5,3.9,0
Nawada,Noni,Rural,46.9,1,1,100,0,1
Nawada,Lodipur Chak,Rural,13.4,0.8,0.8,100,0,0
Nawada,Paroria,Rural,8.1,1.6,0.6,99.4,0.3,0
Nawada,Repura Sirsa,Rural,22.1,1.3,5.3,99,1,0
Nawada,Jamui Pakariya,Rural,14.4,6.9,2.1,100,0,0
Nawada,Barat,Rural,19.9,4.1,8.1,98.8,0.2,0
Nawada,Saraye,Rural,22.1,17.2,14,99.4,0.2,0
Nawada,Milki,Rural,2.3,0,0,99.2,0.8,0
Nawada,Nadgarh,Rural,29.6,0,0,98.5,0,0
Nawada,Katghara,Rural,24.8,1.2,12.9,99.3,0.3,0
Nawada,Murehta Chak,Rural,24,0,6.7,100,0,0
Nawada,Niman,Rural,38,0,1.3,100,0,0
Nawada,Lakhaura,Rural,60.1,0,1.9,98.7,0.6,1
Nawada,Rasulpur,Rural,21.8,0.4,5.7,99.3,0,0
Nawada,Dhanganwan,Rural,13.2,0.3,5.4,99.4,0.6,0
Nawada,Kopin,Rural,2.6,0.2,8.4,100,0,0
Nawada,Ankri Panre Bigha,Rural,17.3,0.3,6.9,99.7,0,0
Nawada,Gobindpur Urf Qanungo Bigha,Rural,58,0.8,3.9,100,0,1
Nawada,Rampur,Rural,0,0,0,97.3,1.4,0
Nawada,Dariyapur,Rural,6.8,0,0,100,0,0
Nawada,Dewara,Rural,0.8,0,8.6,100,0,0
Nawada,Jarahiya,Rural,29.6,0,2.2,100,0,0
Nawada,Mahugain,Rural,63.8,1.1,1.1,100,0,1
Nawada,Nadsena,Rural,43.6,0,4.7,99.5,0.5,1
Nawada,Sub-Dist - Nardiganj,Total,28.3,4.6,6.8,98.4,1,0
Nawada,Sub-Dist - Nardiganj,Rural,28.3,4.6,6.8,98.4,1,0
Nawada,Pes,Rural,25.9,1,3.5,99.2,0.8,0
Nawada,Sandalpur,Rural,0,7.7,0,100,0,0
Nawada,Pacheya,Rural,43.6,0.7,19.4,98.5,0.4,1
Nawada,Hanriya,Rural,12.9,1.6,6.8,99.4,0.2,0
Nawada,Rampur,Rural,12.2,0,0,99.1,0,0
Nawada,Phaldu,Rural,11.1,58.2,6.8,97.2,2,0
Nawada,Rajapur,Rural,12.4,0,15.7,100,0,0
Nawada,Dariyapur,Rural,42.9,29.9,32.5,96.1,2.6,1
Nawada,Panrupa,Rural,30.2,9.6,12.7,96.6,2.9,0
Nawada,Nandgram,Rural,0,0,0,100,0,0
Nawada,Dalelpur,Rural,24.8,0,0,98.7,0,0
Nawada,Pasai,Rural,48.4,0,5.6,100,0,1
Nawada,Dhaniyawan,Rural,74.3,2.2,7.8,99.1,0,1
Nawada,Nandpur Chamarua,Rural,21,0.6,0.6,100,0,0
Nawada,Ichua Karna,Rural,7.4,1.5,0.6,98.2,0,0
Nawada,Saidpur Pakariya,Rural,15.3,0,2.4,99.2,0,0
Nawada,Pakariya,Rural,22.2,1.2,2,97.7,0.9,0
Nawada,Baguli,Rural,15.3,0,6.3,100,0,0
Nawada,Biku,Rural,31.4,0,5.6,100,0,0
Nawada,Anarpur Pakariya,Rural,13.9,0.3,4.5,99.4,0.6,0
Nawada,Adampur,Rural,28.3,0,13,98.9,0,0
Nawada,Jagdishpur,Rural,40.4,0,3.5,100,0,1
Nawada,Lodipur Jafra,Rural,2.8,0,0,100,0,0
Nawada,Sahajpura,Rural,24.4,0,2.4,98.8,0,0
Nawada,Woro,Rural,31,1.1,10.3,98.7,1,0
Nawada,Kosla,Rural,43,0.8,13,98.2,1.3,1
Nawada,Miyan Bigha,Rural,39.4,0,12.1,99.5,0.5,1
Nawada,Nardiganj,Rural,43.1,2.1,9.7,97.5,2.2,1
Nawada,Rame Fazilpur,Rural,22.9,0,11.4,100,0,0
Nawada,Janpura,Rural,49.7,0,5.5,100,0,1
Nawada,Kahuara,Rural,22.4,1.1,3.3,97.8,1.8,0
Nawada,Babhnauli,Rural,31.8,0.5,1.5,99.5,0,0
Nawada,Sabhri,Rural,15,0.6,5,99.7,0.3,0
Nawada,Sandohro,Rural,43.7,0.5,2.3,97.9,0.5,1
Nawada,Qazi Bigha,Rural,79.8,2.2,3.4,100,0,1
Nawada,Parman,Rural,43.2,1,2.4,99,0.2,1
Nawada,Khushihal Bigha,Rural,5.4,0,0,100,0,0
Nawada,Pararia,Rural,42,0.1,10,94.2,5.2,1
Nawada,Nenaura,Rural,23,0.2,7.8,98.4,1.3,0
Nawada,Gotrayan,Rural,14.7,1.4,4.7,96.1,0,0
Nawada,Chiraia,Rural,37.7,8.3,21.1,98.2,0,1
Nawada,Chourma,Rural,20.7,78,13.4,100,0,2
Nawada,Dohra,Rural,26.3,25.2,7.2,98,1.2,0
Nawada,Masaurha,Rural,34.1,0.3,4.5,99.3,0.4,0
Nawada,Rajaur,Rural,21.3,0.7,3.3,96,1.3,0
Nawada,Jaddupur,Rural,6.3,1.6,0,100,0,0
Nawada,Bhadaur,Rural,17.6,0.3,3.4,99,1,0
Nawada,Domawar,Rural,25.4,0.3,8.3,95.7,1.2,0
Nawada,Kujha,Rural,21.2,0,2.5,97.8,2.2,0
Nawada,Bhalua,Rural,30.1,5.4,7.2,100,0,0
Nawada,Madhuban,Rural,12.8,0,3,100,0,0
Nawada,Mutanaze,Rural,65.4,0,0,100,0,1
Nawada,Bhelu Bigha,Rural,41.7,0.4,6.6,100,0,1
Nawada,Deali  Bigha,Rural,12.4,0,3.3,99.2,0.8,0
Nawada,Sub-Dist - Narhat,Total,30.2,2.3,6.8,98.4,0.8,0
Nawada,Sub-Dist - Narhat,Rural,30.2,2.3,6.8,98.4,0.8,0
Nawada,Babhnaur,Rural,25.2,0.6,2.2,99.7,0,0
Nawada,Bara Khurd,Rural,29,0.7,0.7,91.7,6.2,0
Nawada,Punthar,Rural,25.1,0,2.1,100,0,0
Nawada,Patal Bigha,Rural,16.4,0.3,1.6,98.4,0.3,0
Nawada,Garo Bigha,Rural,46,0,10.6,99.7,0,1
Nawada,Panre Chak,Rural,12.2,0,0,100,0,0
Nawada,Jhikarua,Rural,27.2,7.3,7.3,95.7,0.3,0
Nawada,Bhim Bigha,Rural,25.9,6.7,9.3,98,0,0
Nawada,Sinduari,Rural,25.1,0,0.6,100,0,0
Nawada,Bajo Chak,Rural,25.4,0,0,98.6,1.4,0
Nawada,Pali Kalan,Rural,16.9,19.3,17.6,98.6,1.4,0
Nawada,Pali Khurd,Rural,35.1,1.2,16,99.1,0.9,0
Nawada,Guru Chak,Rural,9.1,48.8,16.5,99.2,0.8,0
Nawada,Khanawan,Rural,24.9,0.6,15.3,99,0.5,0
Nawada,Derhgaon,Rural,10.2,0,12.5,97.7,0.6,0
Nawada,Bazidpur,Rural,63.8,0,5.7,100,0,1
Nawada,Ekamba,Rural,0,0,0,100,0,0
Nawada,Hasanpur,Rural,13.6,0,0,100,0,0
Nawada,Chanda Chak,Rural,8.2,0,7.1,94,0,0
Nawada,Walipur Chehal Chak,Rural,38.1,0,0,100,0,0
Nawada,Walipur,Rural,50,0.2,8.3,99.3,0.2,1
Nawada,Konibar,Rural,53.8,0.5,8.9,99.6,0.4,1
Nawada,Daulatpur,Rural,39.6,0,3.5,98,1.5,1
Nawada,Dewara,Rural,33.3,9.4,1.4,94.8,1.4,0
Nawada,Chainpura,Rural,22.8,0,0,100,0,0
Nawada,Gajra,Rural,17.6,0,7.7,100,0,0
Nawada,Akhra,Rural,0,0,0,100,0,0
Nawada,Shah Ghazipur,Rural,61.8,0.9,8.2,100,0,1
Nawada,Jamuara,Rural,24.6,0.8,2.3,100,0,0
Nawada,Narayanpur,Rural,24.3,0,1.4,97.9,0,0
Nawada,Qazipura,Rural,51.7,1.3,12.8,96.6,2.7,1
Nawada,Barauli,Rural,32.3,5.4,20,98.5,1.5,0
Nawada,Narhat,Rural,39.9,6.4,12.5,97.9,1.4,1
Nawada,Kusa,Rural,40.3,1.2,8.5,98.8,0.8,1
Nawada,Shekhpura,Rural,48.4,2,6.5,93.5,2.4,1
Nawada,Barauta,Rural,19.3,1.8,7.6,99.1,0,0
Nawada,Punaul,Rural,33.9,0.1,3.5,99.6,0.1,0
Nawada,Saidpur,Rural,10.4,0,1.5,100,0,0
Nawada,Rampur Dhorhan,Rural,17.9,0.6,7.7,98.7,0.6,0
Nawada,Gangapur,Rural,6.9,1.2,2.9,99.4,0,0
Nawada,Banian  Bigha,Rural,10.4,0,1.4,95.8,0,0
Nawada,Badalpur,Rural,71.9,0,0.4,99.6,0,1
Nawada,Saidapur Goasa,Rural,12,1.2,2.7,99.8,0.1,0
Nawada,Nawada,Rural,16.3,0.4,3.3,99.6,0,0
Nawada,Hazratpur,Rural,10.1,0,1.2,100,0,0
Nawada,Dargahi  Bigaha,Rural,21.5,0,5.4,97.7,2.3,0
Nawada,Gangata,Rural,6.9,0.4,0,99.3,0,0
Nawada,Karman,Rural,62.3,0,3.4,97.3,2.7,1
Nawada,Milki,Rural,0,1.3,1.3,100,0,0
Nawada,Tarupur,Rural,31.4,0.4,0,99.6,0.4,0
Nawada,Mayapur,Rural,24.1,0,0.9,100,0,0
Nawada,Bara,Rural,28.9,0,3.7,98.9,1.1,0
Nawada,Dai Bigha,Rural,48.8,0.8,2.4,99.6,0,1
Nawada,Hansapur,Rural,23.5,0,0.7,100,0,0
Nawada,Chatar,Rural,7.5,0.7,1.5,99.6,0.4,0
Nawada,Bhikhanpura,Rural,34.1,0.6,11.4,99.4,0.6,0
Nawada,Hazi Dhab,Rural,15.3,0.7,4.4,100,0,0
Nawada,Abgil,Rural,10.8,0.8,6,99.6,0,0
Nawada,Raja Bigha,Rural,40.6,1.1,17.3,100,0,1
Nawada,Jalalpur,Rural,19.2,0,2.5,70,28.3,0
Nawada,Misir Chak,Rural,40,0,0,100,0,1
Nawada,District - Nawada,Total,29.9,9,9.8,97,2.2,0
Nawada,District - Nawada,Rural,27.3,4,6.5,98.2,1.1,0
Nawada,District - Nawada,Urban,53.9,56.2,41.4,84.8,13.2,2
Nawada,Sub-Dist - Nawada,Total,42.5,34.3,27.3,91,7.9,1
Nawada,Sub-Dist - Nawada,Rural,32.1,10.9,12.3,97.1,2.2,0
Nawada,Sub-Dist - Nawada,Urban,61.8,77.4,55.2,79.8,18.5,2
Nawada,Asarhi,Rural,42.2,0.7,3.5,98.8,1.2,1
Nawada,Mohiuddinpur,Rural,22.2,0.5,3.8,98.6,1.4,0
Nawada,Nanauro,Rural,36,24.1,13.8,92.2,5.7,0
Nawada,Kurma,Rural,16.2,0.5,14.1,99.2,0.6,0
Nawada,Sidesarpur,Rural,67.2,46.6,44.5,97,3,2
Nawada,Saheb chak  .,Rural,5.1,0.7,19.1,99.3,0.7,0
Nawada,Khutauni chak,Rural,7.5,0,20.8,100,0,0
Nawada,Jamuawan Patwa Saray,Rural,22.7,3.8,24.2,99.8,0,0
Nawada,Asarhi,Rural,14.6,7,10.3,100,0,0
Nawada,Anandpura,Rural,27.9,45.1,16.4,91.4,8.6,2
Nawada,Nawada urf Gonawa,Rural,44.2,27.9,35.8,94.4,5.3,1
Nawada,Kendua,Rural,16.6,1.9,10.8,97.5,1.9,0
Nawada,Akauna Nizamat,Rural,36.5,5.2,12.2,96.5,2.4,0
Nawada,Akauna Minhai,Rural,45.2,23.1,24.2,97.1,2.3,1
Nawada,Bharaunsa,Rural,32.4,1.7,6.6,98.5,1.2,0
Nawada,Pathra Inglish,Rural,19.2,0.4,18,96.4,3.2,0
Nawada,Didaur,Rural,3.9,0,22,99.7,0.3,0
Nawada,Lohra,Rural,37,0.8,4.4,94.3,4.6,0
Nawada,Budhaul,Rural,24.5,32.9,16.2,97.3,2.3,0
Nawada,Gondapur,Rural,54.1,71.1,31.8,83.5,15.7,2
Nawada,Mahuli,Rural,50.3,18.4,4.8,98.9,0.4,1
Nawada,Sohjana,Rural,11.1,11.6,13.9,99.7,0.3,0
Nawada,Siswan,Rural,25.6,8.6,17,99.2,0.6,0
Nawada,Ghausnagar,Rural,9.7,0,0,100,0,0
Nawada,Ghaus Chak Milki,Rural,0,0,0,98.2,0,0
Nawada,Neya,Rural,18.6,0.5,14,100,0,0
Nawada,Jhiktaura,Rural,36.2,3.3,5.8,90.4,6.7,0
Nawada,Jai SiNgh Bigha,Rural,18.4,0,2.2,100,0,0
Nawada,Ghanghauli,Rural,37.4,7.3,1.4,99.7,0.3,0
Nawada,Bhagwanpur,Rural,56.1,0.2,6.7,99.8,0,1
Nawada,Jhunathi,Rural,41.8,0.2,4.5,98.5,0.4,1
Nawada,Sikandarpur,Rural,57.2,0.2,4.5,98.1,0.5,1
Nawada,Kabirpur,Rural,19.1,0,1.5,100,0,0
Nawada,Barhai  Bigha,Rural,37.2,0,0.6,99.7,0.3,0
Nawada,Tetariya,Rural,28.3,0.8,1.5,99.2,0.8,0
Nawada,Bhadokhara,Rural,36.3,6.5,9.5,99.3,0.2,0
Nawada,Dhibri Chak,Rural,8.6,5.4,6.5,98.9,1.1,0
Nawada,Kena,Rural,23.6,0.3,2,98.6,0.4,0
Nawada,Barawan,Rural,21.7,0.6,6.7,100,0,0
Nawada,Khutika,Rural,11.4,0.8,3,97,1,0
Nawada,Pakaria,Rural,17.7,1.3,3.9,98.1,1.3,0
Nawada,Sonsihari,Rural,44.2,11.2,13.7,94.4,3,1
Nawada,Kharant,Rural,29.4,1.7,6,98.7,0.9,0
Nawada,Zaki Chak,Rural,3.2,4.8,3.2,98.4,1.6,0
Nawada,Chamardiha,Rural,5.7,0,1.9,98.1,1.9,0
Nawada,Bhuraha,Rural,51.3,0,0,100,0,1
Nawada,Majhanpura,Rural,37.4,0,3.3,96.7,0,0
Nawada,Amipur,Rural,45,1,14.5,99.4,0.6,1
Nawada,Worhanpur,Rural,24.6,5.1,9.9,99.5,0.4,0
Nawada,Oraina,Rural,45,1.5,9.5,99.8,0.2,1
Nawada,Balokhar,Rural,5,0,0.6,99.1,0.6,0
Nawada,Pachhiyadih,Rural,9.7,0,0,100,0,0
Nawada,Samai,Rural,33.5,3.7,5,99.3,0.4,0
Nawada,Bibipura,Rural,33,0,0,96.5,3.5,0
Nawada,Bhola Bigha,Rural,88.7,4.8,4.8,100,0,1
Nawada,Ursa,Rural,95,0.8,0,100,0,1
Nawada,Daulatiya,Rural,79.3,0,0,100,0,1
Nawada,Qadirganj,Rural,26.3,7.2,15.4,97.5,1.3,0
Nawada,Jharayan,Rural,47.6,0.9,1.4,99.5,0.5,1
Nawada,Loharpura,Rural,27.7,0,1.9,99.8,0.2,0
Nawada,Bermi,Rural,25,0.2,3,99.4,0,0
Nawada,Sikandara,Rural,19.8,0.5,9.7,99,0.5,0
Nawada,Paura,Rural,12,2.1,5.4,95.4,0.9,0
Nawada,Harla,Rural,10.9,2.2,10.9,100,0,0
Nawada,Mangra,Rural,19,0.7,1.5,95.5,2.2,0
Nawada,Ghostawon,Rural,29,0.6,4,99.4,0.4,0
Nawada,Khaprah,Rural,11.7,0,2.4,99,0,0
Nawada,Bhadauni (CT),Urban,48.1,52.3,33.6,87.4,12.1,2
Nawada,Bhadauni (CT) - Ward No.1,Urban,48.1,52.3,33.6,87.4,12.1,2
Nawada,Nawada (Nagar Parishad),Urban,64.5,82.3,59.4,78.4,19.7,2
Nawada,Nawada (Nagar Parishad) - Ward No.1,Urban,67.3,84.5,74.5,72.3,14.1,2
Nawada,Nawada (Nagar Parishad) - Ward No.2,Urban,82.9,94.4,83.7,74,25.8,2
Nawada,Nawada (Nagar Parishad) - Ward No.3,Urban,78,79.5,62.4,73.8,26,2
Nawada,Nawada (Nagar Parishad) - Ward No.4,Urban,61.6,88.8,78.5,66.5,27.6,2
Nawada,Nawada (Nagar Parishad) - Ward No.5,Urban,94.4,97.4,79.9,75.1,24.2,2
Nawada,Nawada (Nagar Parishad) - Ward No.6,Urban,66.3,93.9,71,69.4,29.5,2
Nawada,Nawada (Nagar Parishad) - Ward No.7,Urban,93.4,97.5,91.1,70.5,28.8,2
Nawada,Nawada (Nagar Parishad) - Ward No.8,Urban,78.3,91.7,64.7,78.6,21.4,2
Nawada,Nawada (Nagar Parishad) - Ward No.9,Urban,71.8,88.2,70.4,68.3,22.9,2
Nawada,Nawada (Nagar Parishad) - Ward No.10,Urban,43.4,67.4,43.4,70.8,18.2,2
Nawada,Nawada (Nagar Parishad) - Ward No.11,Urban,52.3,92.6,68.7,92,7.7,2
Nawada,Nawada (Nagar Parishad) - Ward No.12,Urban,60.5,88.7,80.4,87.1,10,2
Nawada,Nawada (Nagar Parishad) - Ward No.13,Urban,49.7,92.5,62.4,88.1,10.9,2
Nawada,Nawada (Nagar Parishad) - Ward No.14,Urban,39.1,96.2,84.3,82.3,15.3,2
Nawada,Nawada (Nagar Parishad) - Ward No.15,Urban,43.8,86.3,40.7,76.7,23.3,2
Nawada,Nawada (Nagar Parishad) - Ward No.16,Urban,65.3,92.4,86.6,93,7,2
Nawada,Nawada (Nagar Parishad) - Ward No.17,Urban,80.7,81.8,84.4,78.8,20.8,2
Nawada,Nawada (Nagar Parishad) - Ward No.18,Urban,62.2,75.3,65.1,80.3,16.5,2
Nawada,Nawada (Nagar Parishad) - Ward No.19,Urban,23,50.9,34.9,82,18,2
Nawada,Nawada (Nagar Parishad) - Ward No.20,Urban,83.6,64.2,56.4,89,10.8,2
Nawada,Nawada (Nagar Parishad) - Ward No.21,Urban,57.3,75.3,39.5,87.2,12.5,2
Nawada,Nawada (Nagar Parishad) - Ward No.22,Urban,81.8,87.8,55.2,68.7,30.2,2
Nawada,Nawada (Nagar Parishad) - Ward No.23,Urban,57.6,84.8,39.9,74.8,23.7,2
Nawada,Nawada (Nagar Parishad) - Ward No.24,Urban,69.2,80.4,46.7,86.5,12,2
Nawada,Nawada (Nagar Parishad) - Ward No.25,Urban,54.6,76.5,47.7,83.1,15.9,2
Nawada,Nawada (Nagar Parishad) - Ward No.26,Urban,61.8,63.5,29.3,78.3,21.2,2
Nawada,Nawada (Nagar Parishad) - Ward No.27,Urban,60.1,90.5,36.9,79.9,19,2
Nawada,Nawada (Nagar Parishad) - Ward No.28,Urban,55.2,64.2,42.8,75.3,24.5,2
Nawada,Nawada (Nagar Parishad) - Ward No.29,Urban,55.1,62.2,40.2,87.1,11.7,2
Nawada,Nawada (Nagar Parishad) - Ward No.30,Urban,37.6,74.7,42.9,71.3,28.3,2
Nawada,Nawada (Nagar Parishad) - Ward No.31,Urban,92.4,94,67.2,82.1,16.1,2
Nawada,Nawada (Nagar Parishad) - Ward No.32,Urban,54.2,74.5,34.1,78.1,19.6,2
Nawada,Nawada (Nagar Parishad) - Ward No.33,Urban,87.8,81.2,78.7,78.7,21.3,2
Nawada,Sub-Dist - Pakribarawan,Total,26.5,4,6.3,97.1,1.8,0
Nawada,Sub-Dist - Pakribarawan,Rural,26.5,4,6.3,97.1,1.8,0
Nawada,Kunanpur,Rural,10.4,0.6,2.4,99.6,0.4,0
Nawada,Thalpos,Rural,24.4,1.6,3.1,99,0.6,0
Nawada,Barhauna,Rural,34.7,0,2,100,0,0
Nawada,Lodipur,Rural,54.8,0,8.9,98.4,0,1
Nawada,Bazidpur,Rural,11.7,1.3,7.8,98.7,1.3,0
Nawada,Odhpura,Rural,0,0,0,98.8,1.2,0
Nawada,Milki,Rural,2.7,0,1.3,90.7,9.3,0
Nawada,Baliari,Rural,39.8,0.9,1.3,97.8,1.7,1
Nawada,Keshori,Rural,16.5,0,1.2,98.1,0,0
Nawada,Maheshpur,Rural,47.3,0,4.4,98.9,0,1
Nawada,Poksi,Rural,33.9,1.5,3,97.6,0.9,0
Nawada,Hunrarahi,Rural,0,0,0,100,0,0
Nawada,Madhepur,Rural,37.1,15.2,0.7,99.3,0.7,0
Nawada,Meghipur,Rural,25.5,19.6,7.8,98.7,0,0
Nawada,Rohuwa,Rural,33.6,1.4,11.5,98.6,0.5,0
Nawada,Bihta,Rural,10.8,0,0,96.7,2.5,0
Nawada,Mehdipur,Rural,14,0,1.2,100,0,0
Nawada,Dumrawan,Rural,6.8,0.3,7.2,99.8,0,0
Nawada,Baliyari Buzurg,Rural,4.1,0,0.7,98.6,0.7,0
Nawada,Bardiha,Rural,8.5,1,0,99.5,0.5,0
Nawada,Bhagwanpur Khapura,Rural,11.5,5.5,1.4,97.4,0.2,0
Nawada,Dhewadha Chhatarwar,Rural,28.3,0.9,4.3,98.4,0.6,0
Nawada,Jalpar,Rural,0,2.7,5.3,100,0,0
Nawada,Dola,Rural,42.1,8.8,10.2,99.3,0.5,1
Nawada,Hathiauri,Rural,14.4,3.9,27.1,81.2,15.5,0
Nawada,Wairani,Rural,40,11.4,15.7,100,0,1
Nawada,Rais,Rural,32.8,12.2,8.3,88,4.2,0
Nawada,Ukaura,Rural,6.1,3.2,10.3,98.9,0,0
Nawada,Tanpura,Rural,9.9,0,3.7,100,0,0
Nawada,Pakri Barwan,Rural,38.1,14.9,15.7,95,4.2,1
Nawada,Rewar,Rural,39.8,3.3,7.8,96.1,0,1
Nawada,Iruri,Rural,14,1.5,3,98.4,1,0
Nawada,Budhauli,Rural,17.3,0.4,2.5,98.5,0.4,0
Nawada,Kawala,Rural,28.8,0,0.7,95.9,4.1,0
Nawada,Senduara,Rural,3,0,3,100,0,0
Nawada,Lilo,Rural,61,0,2.8,98.9,0,1
Nawada,Semariya,Rural,20.3,0.3,2.4,97.1,2.6,0
Nawada,Kurhaita,Rural,11.2,0,0.7,100,0,0
Nawada,Kapsandi,Rural,71,1,1,99,1,1
Nawada,Asawan,Rural,16.8,0,1.4,97.7,0,0
Nawada,Datraul,Rural,29.6,0.1,1.4,99.7,0.3,0
Nawada,Rampur,Rural,14.9,0,4.3,96.8,0,0
Nawada,Kachna,Rural,24.6,4.5,4.6,87.8,9.2,0
